id,nb_images,longueur_image,largeur_image,description_produit,taille,annee,couleur,prix,categorie,nom_produit,delai_vente
4297,4,1080.0,810.0,"<p><strong>T-Shirt Femme NEW LOOK</strong></p>
<p>Manches 3/4</p>
<p>Couleur Noir Blanc Rayé</p>
<p>Col Rond</p>
<p>Neuf avec Étiquette</p>",42,,,6.9,mode,NEW LOOK - T42 ( ref.b169 ),2
4298,1,416.0,300.0,Cyrano de Bergerac œuvres complétés illustrées de Edmond Rostand\ comédie héroïque n cinq actes en vers représentée a Paris sur le théâtre de la porte saint martin  ,,1951.0,,50.0,librairie,cyprano de Bergerac,0
4299,3,1000.0,1000.0,"Jumelle ancienne avec boussole incorporé couleur marron. boussole au milieu des 2 visées, quelques défaut sur les optiques de visées + boite en cuir où il manque le couvercle.",,,Marron,20.0,mobilier - deco,Jumelle ancienne avec boussole incorporé couleur marron,2
4300,3,1100.0,1100.0,"D'Amour et De Guerre, de Richard Rodés, 
poèmes en disgrâce, édition aux dépens de l'auteur, 
1978, exemplaire n° 84/200, imprimé à lyon, 
par P.Boucher et Ekindjian, illustration de 
M.Bournay-Rosier et JB.Parlier, format 30.4/22.4 , 
224 pages en feuillet, sous couverture entoilée,
lie de vin dans coffret  de même couleur.",,,,28.0,librairie,"D'Amour et De Guerre, de Richard Rodès, poèmes en disgrace, édition aux dépens de l'auteur. 1978",2
4301,6,2448.0,2448.0,"Sac à main en cuir marron PRADA.
1 grand compartiment à fermeture zippée avec une petite poche zippée.
2 grandes anses non amovible.
Certificats d'authenticité fourni avec le sac à main. 
Dimensions: longueur 35 cm, hauteur avec les anses 58 cm, hauteur sans les anses 20cm, profondeur 12 cm. 


",,,Marron,30.0,les coups de coeur des vendeurs,Sac à main en cuir marron grande marque ,0
4302,1,225.0,225.0,"Grâce à la station d'accueil Dual USB 3.0 Kensington, transformez 1 port USB en 6 : avec une connexion USB permutable à chaud, vous pourrez accéder à tous vos périphériques, notamment imprimante, disque externe, scanner, clavier et souris, haut-parleur Audio 2.0 et même à 2 moniteurs HD.

Connectivité : 1x casque (3.5mm), 1x micro (3.5mm), 1x RJ45 port Ethernet, 4x USB 2.0, 2x USB 3.0, 1x DVI, 1x HDMI",,,,63.6,multimédia,KENSINGTON Station d'accueil universelle K33972EU,1
4303,4,2448.0,2448.0,"Veste grise, motifs à carreaux, femme, SOFT GREY. 

- Col cranté
- Manches longues
 - Surpiqûres ton sur ton. 
- Fermeture zippée et boutonnée. 
- 2 fausses poches à rabat. 

Taille : 44. 
Matière : 100% coton. Doublure : 100% polyester. 
Article neuf avec étiquette",44,,Gris,8.0,mode,"Veste grise, motifs à carreaux, femme, SOFT GREY ",1
4304,2,734.0,1100.0,"Tableau en relief Country Corner « Paquebot »
Magnifique et imposant tableau en bois Country Corner.
Beau relief du paquebot.
Bon état d'usage, super patine",,,,70.0,mobilier - deco,Tableau en relief Country Corner « Paquebot »,1
4305,5,5059.0,3359.0,"Ouvrage relié comportant 850 gravures, 100 cartes en couleurs et 10 cartes en noir. Coins et couverture usagés.",,1914.0,Vert,40.0,librairie,Atlas départemental Larousse,2
4306,3,2753.0,3215.0,Ancien jeu d’éveil permettant de construire un château avec des cubes . Vendu dans sa boîte en bois d'origine ( ne se ferme plus correctement ) présence d'usure et de crayon sur le dessous . Le jeu comporte 29 pièces . Dimensions de la boîte : 35 x 22 x 5 cm .,,,Multicolore,25.0,enfance,"Jeu de construction en bois , ancien ",1
4307,1,2729.0,2782.0,"tableau  bois et plastique représentant l'histoire du christ, dimension 45 x 40",,,Marron,8.0,mobilier - deco,tableau  bois et plastique représentant l'histoire du christ,0
4308,2,2160.0,2160.0,8 vinyles de Mozart en coffret édition Deutsche Grammophon,,,,10.0,loisirs,Coffret 8 vinyles Mozart : Les symphonies de jeunesse 1 à 24,1
4309,4,915.0,810.0,"Très joli chapeau pour parfaire sa tenue, petite fantaisie sur le devant
Couleurs beige et marron foncé
100% laine
Fabriqué en angleterre
Tour de tête : 54 cm",54,,Ecru,5.0,mode,Chapeau Femme Chic,2
4310,4,3487.0,2847.0,"Combi pilote taille 1/3 mois
Très chaude avec pieds et gants
Marque la Compagnnie des petits",,,Gris,5.0,enfance,Combi pilote T. 1/3 mois,1
4311,4,665.0,1024.0,Carte postale pliable en deux parties – non datée,,,,4.0,loisirs,Carte postale 43,1
4312,4,1080.0,810.0,"<p><strong>T-Shirt Polo Homme LACOSTE </strong></p>
<p>Manches Courtes - Col Boutonné</p>
<p>Taille 40</p>
<p>Couleur Rose</p>
<p>100% Coton</p>
<p>Bon Etat</p>",40,,Rose,8.0,mode,LACOSTE - T40 ( ref.o7 ),2
4313,4,480.0,480.0,"Un lot de plusieurs fourrure dont:
- Cinq vrai fourrure coloré rouge en forme de queue
- Trois vrai fourrure de renard 
- Une fourrure synthétique de couleur gris ",,,Multicolore,15.0,mode,Lot de 10 fourrure different ,2
4314,1,600.0,385.0,"<p><strong>Livre d'occasion écrit par Jim Fergus paru en 2000 aux éditions Le Cherche-Midi Editeur<br>Thème : LITTÉRATURE GÉNÉRALE - Romans - Romans étrangers.</strong></p><p>A propos de cet exemplaire de ""Mille femmes blanches"": couverture souple, format moyen , état acceptable.<br>  Un nom en page de garde. Code ISBN de référence pour ce livre : 9782862747415<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2000.0,,2.0,librairie,Mille femmes blanches - Jim Fergus,2
4315,4,1000.0,545.0,"En l'état : intérieur bouloché
Jupe et veste matelassées
Jupe avec élastique au niveau taille
Veste qui se porte ouverte, avec épaulettes",M,,Noir,18.0,mode,Ensemble Femme Noir RENE DERHY Taille M,0
4316,3,1100.0,1100.0,"Petit vase des cristalleries Royales de Champagne,
verre soufflé épais, teinté, décor à dominante noir,
gris et bleu, inclusions dorées, motif graphique,
H: 13 cm, poids: 1,3 kg.",,,,28.0,mobilier - deco,Petit vase Royale de Champagne,2
4317,5,900.0,675.0,"<p><strong>T-Shirt Femme VERO MODA </strong></p>
<p>Manches Courtes</p>
<p>Taille 36</p>
<p>Couleur Noir</p>
<p>Manches Fantaisies Ouvertes</p>
<p>Neuf avec Étiquette</p>",36,,Noir,8.5,mode,VERO MODA - T36 ( ref.a121 ),2
4318,6,2200.0,2200.0,"Chaussures Escarpins Elizabeth Stuart en daim.
Talons compensés 7 cm. 
Rosace daim sur le décolleté devant. 
Très bon état.
",,,,15.0,mode,Chaussure Escarpin Elizabeth Stuart P 37,1
4319,4,2490.0,2327.0,"Très belle voiture de police , véhicule vintage dans sa boite d'origine . Le bouton On / Off ne fonctionne , pour bricoleur . 
Dimensions : 36 x 16 x 13 cm .",,,Multicolore,9.5,label selection,Police Radar Car vintage ,2
4320,5,2658.0,3628.0,"lot de portes clefs thème automobile, 19 pièces.",,,,10.0,loisirs,Lot de portes clefs theme automobile,0
4321,4,1080.0,810.0,"<p><strong>Robe de Soirée Femme KARINA</strong></p>
<p>Fines Bretelles - Longue</p>
<p>Taille 38 ( 8 en Taille UK )</p>
<p>Couleur Rouge - Pailletée</p>
<p>Col Tombant</p>
<p>Bon Etat</p>",38,,Rouge,5.0,mode,KARINA - T38 ( ref.d129 ),2
4322,4,1080.0,810.0,"<p><strong>Robe Femme Vintage BELDAM</strong></p>
<p>Manches 3/4</p>
<p>Couleur Bleue</p>
<p>Brodée Fleurs Pailletées</p>
<p>Ouverture Poitrine</p>
<p>Mensurations Prises à Plat :</p>
<ul>
<li>Épaules à Épaules : 44 cm</li>
<li>Poitrine : 48 cm</li>
<li>Taille : 30 cm Élastique Étirable</li>
</ul>
<p>Bon Etat</p>",,,Bleu,8.0,mode,BELDAM Robe Femme Vintage ( ref.x59 ),2
4323,2,1100.0,1100.0,"Messe africaine mossi : kyrie,gloria,credo,sanctus,agnus dei. Chantée par la chorale africaine à quatre voix du petit séminaire de Pabre (Haute Volta) sous la direction du compositeur Robert Wedraogho. Label: Philips.
",,,,5.0,loisirs,"Messe des savanes,chorale africaine ",1
4324,0,,,"<p><strong>Livre d'occasion écrit par Pennac paru en 1988 aux éditions Folio<br/>Thème : LITTÉRATURE GÉNÉRALE - Romans.</strong></p><p>A propos de cet exemplaire de ""Au bonheur des ogres"": couverture souple, format poche , bon état.<br/>  Couverture ridée  Un nom en page de garde. Code ISBN de référence pour ce livre : 9782070380596<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1988.0,,2.4,librairie,Au bonheur des ogres - Pennac,1
4325,2,2444.0,1482.0,"Grand manteau gris chiné pour homme signé IKKS . Fermeture par 4 boutons noirs , deux poches avant . Doublure imprimé petites étoiles grises . Parfaite pour les jours de grands froid . Il apporte élégance à votre tenue . Alpaga et laine vierge .
Taille 42",42,,Gris,12.0,mode,Grand manteau homme IKKS taille 42 ,0
4326,2,1088.0,1088.0,"Paire de lunettes avec branches rétractables derrières les oreilles .
Ces lunettes vintage de style empire sont actuellement équipées de verres correcteurs .",,,Argenté,40.0,mode,Lunettes,0
4327,2,3165.0,3096.0,"Haut homme sans manches, blanc opaque et col en V.
Liserés rouges décoratifs à l'avant et bandes transparentes avec un motif rouge et blanc.

TU
Longueur avant et arrière : 65cm
Carrure : 46cm

Création unique de notre styliste, à partir de textiles récupérés.
Lavage à froid sur l'envers recommandé.",TU,,Blanc,20.0,mode,Haut homme blanc avec liserés rouges,2
4328,4,1100.0,489.0,"JEAN'S LEVI'S517  HOMME
NEUF-AVEC ETIQUETTE
COULEUR BLEU
100% COTON
TAILLE W34  L36
",L,,Bleu,15.0,mode,JEAN'S LEVI'S 517 HOMME,2
4329,2,2565.0,1615.0,"Débardeur à bretelles épaisses.
Ornement au col, composé de pans ton sur ton et de perles argentées (il en manque).
Matière opaque.

Taille M",M,,Gris,5.0,mode,Débardeur Esprit,0
4330,3,900.0,675.0,"<p><strong>T-Shirt Manches Longues Femme H&amp;M</strong></p>
<p>Taille 38</p>
<p>Couleur Noir - Petits Pois</p>
<p>Manches Transparentes</p>",38,,Noir,6.5,mode,H&M - T38 ( ref.b29 ),0
4331,1,600.0,364.0,"<p><strong>Livre d'occasion écrit par Guillaume Musso paru en 2007 aux éditions Pocket<br/>Thème : LITTÉRATURE GÉNÉRALE - Romans - Romans francophones.</strong></p><p>A propos de cet exemplaire de ""Seras-tu là ?"": couverture souple, format poche , très bon état.<br/> . Code ISBN de référence pour ce livre : 9782266169547<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2007.0,,2.0,librairie,Seras-tu là ? - Guillaume Musso,2
4332,4,2200.0,2200.0,"Chemise Timberland Earthkeepers à carreaux rouges et bleus sur fond blanc cassé. Manches courtes – Logo brodé sur poitrine.Col boutonné. 
Carrure dos à plat 44,5 cm, longueur totale 72 cm. 
Très bon état.
",M,,,6.0,label selection,Chemise Timberland Earthkeepers Taille M.,2
4333,3,1536.0,1536.0,"Écharpe rectangulaire multicolore.Imprimé formes rondes.
Composition : laine.
Dimensions: L  185 cm x l 60 cm. ",,,Multicolore,10.0,mode,,0
4334,4,427.0,1024.0,"Dauphin en Laiton
Longueur: 10 cm",,,,10.0,mobilier - deco,Dauphin en Laiton,2
4335,4,2165.0,2730.0,"Sortez ce jeu de carte de luxe lors d'une soirée entre amis . Deux jeux à l'intérieur du coffret au décor d'un ancien café . Jeu carte bleue au dos et rouge pour l'autre . Sur l'As est écris Grimaud . Facile à emporter partout . 
Format = 14 x 10 cm ",,,Multicolore,10.0,loisirs,Jeu de cartes de luxe Maxim's ,1
4336,3,2874.0,2874.0,"Sac à main en cuir noir de la marque Lorenzo. Intérieur en tissu beige foncé en bon état à l'exception d'une petite tache. Il dispose de trois compartiments de rangement de tailles différentes dont un avec zip, et de deux anses en cuir rigide pour un porter à la main ou à l'épaule. Le cuir présente quelques traces d'usure mais demeure en excellent état. 
Dimensions (sans les anses) : 23 x 28 x 8 cm; avec anses : 23 x 60 x 8 cm.
",,,Noir,38.0,mode,Sac Lorenzo,2
4337,3,1536.0,1536.0,"Gilet noir CASAMANCE EXPRESS. Motif losanges avec fleurs multicolores à l'intérieur. 4 boutons sur le devant. 
Composition : 50% laine, 50% acrylique. Taille L.
",L,,Noir,8.0,mode,,0
4338,1,1100.0,1100.0,"Drap de lit ancien confectionné dans une belle toile de lin fin blanc. Beau décor fait de jours brodés et de pois au plumetis bourré. Belle fluidité de l'étoffe, augurant un confort inégalable. Sans tâche",,,Blanc,25.0,mobilier - deco,Drap de lit ancien en fin lin blanc brodé de jours et de pois au plumetis bourré,2
4339,1,475.0,293.0,"<p><strong>Livre d'occasion écrit par Fred Vargas paru en 2005 aux éditions J'Ai Lu.</strong></p><p>A propos de cet exemplaire de ""Ceux qui vont mourir te saluent"": couverture souple, format poche , bon état.<br> . Code ISBN de référence pour ce livre : 9782290351284<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2005.0,,1.8,librairie,Ceux qui vont mourir te saluent - Fred Vargas,1
4340,7,1100.0,1100.0,"Scène en bois, représentant une poule et ses trois poussins, allant au cinéma le jour de leurs congés payés, sous la surveillance du chien de la ferme. Signé Perlam, fait main, prévoir de recoller le chien sur le tronc.",,,,9.0,label selection,Ferme en bois signé Perlam,1
4341,7,2048.0,1536.0,"Un buste de 30 cm en résine du compositeur autrichien Franz SCHUBERT. Statuette signée JP_MD 615. Visage abimée mais qui donne du cachet.

La eboutique Emmaüs Alternatives vous propose un achat solidaire à travers une sélection d'objets de collection.",,,Blanc,17.0,mobilier - deco,Buste en résine de Franz SCHUBERT de 30 cm,2
4342,3,1080.0,1920.0,"Lampe vintage de marque Fase en métal
Pied rond orange
Hauteur 56 cm",,,Orange,70.0,mobilier - deco,Lampe Fase,1
4343,8,2304.0,3072.0,"Belle mallette de jeux des années 70
Complète
3 plateaux, garnis
dimension 44 x 44 cm 
hauteur 20 cm",,,,70.0,enfance,Belle mallette de jeux,1
4344,2,800.0,800.0,Lot de 3 serviettes de toilette en coton blanc (Nid d'abeille). Dimensions : 78 cm x 56 cm. Bon état.,,,Blanc,8.0,mobilier - deco,Serviettes de toilette en coton en Lot de 3,2
4345,2,1100.0,1100.0,"Epistole et Evangelia totius anni Ex prescripto Missalis Romani. Edité en 1846 par Mechlinae. Reliure chagrin rouge, usée sur les bords, tranches dorées. 39,2 x 27,2 x 5,5 cm. Bon état,",,1846.0,Rouge,59.0,librairie,"Epistolae et Evangelia Totius Anni, Ex prescripto",2
4346,4,1100.0,1100.0,"L'infoma - Consoma - tion, de Sempé, 1968,
collector, Éditions Denoël - 1969,
broché, couverture souple, 153 pages, 18x22 cm.",,,,15.0,librairie,"L'infoma - Consoma - tion, de Sempé, 1968",0
4347,6,2048.0,1536.0,"Une combinaison jeans en denim de chez MONOPRIX.
Taille 40

Composition : 100% coton
Couleur : bleu

La eboutique Emmaüs Alternatives vous propose un achat solidaire à travers une sélection de vêtements de seconde main, authenticité de la marque certifiée.",40,,Bleu,29.0,mode,Combinaison denim MONOPRIX,1
4348,4,900.0,675.0,"<p><strong>Robe Femme NAOKO</strong></p>
<p>Manches Longues</p>
<p>Taille 42</p>
<p>Couleur Marron Beige</p>
<p>Imprimé Fleuri</p>
<p>Col en V</p>
<p>Fermeture Zippée Dans le Dos</p>
<p>Neuve avec Étiquette</p>",42,,,11.0,mode,NAOKO - T42 ( ref. d251 ),1
4349,3,2942.0,3147.0,"Foulard carré en soie (80cm x 80cm), avec un motif aux couleurs vives d'inspiration ""art abstrait"".
Les bords sont roulottés à la main, signe d'une finition de qualité.
Il s'agit d'une édition limitée, mais non signée (voir photo avec le numéro de série).",,,Multicolore,18.15,mode,Foulard édition limitée en soie,1
4350,5,4608.0,3121.0,"Robe longue vintage manches courtes motifs fleuries , fermeture zip au dos , longueur 129 cm .",50,,Noir,18.0,mode,Robe Vintage,1
4351,5,2448.0,2448.0,"Veste noire, réversible, femme. 

- Fermeture zippée. 
- Manches longues. 
- Surpiqûres ton sur ton. 
- Motifs fantaisies. 
- Entièrement doublée. 

Taille : non renseignée, nous estimons une taille 40. 
Matière : non renseignée. ",40,,Noir,8.0,mode,"Veste noire, réversible, femme ",1
4352,3,1858.0,2895.0,"Boite vintage ""Patachou "" Boite en métal à chaussure des années 50  , souvenirs et  collections .
Dimension en cm :  21 x 13 x 8
",,,,7.0,mobilier - deco,"Boite vintage ""Patachou """,0
4353,3,600.0,600.0,"La Samsung Galaxy Tab 3 possède un processeur double cœur cadencé
à 1,2 GHz, ainsi qu'un écran 7” Full HD (1024 x 600 pixels). 

Elle utilise la plateforme Android 4.1 Jelly Bean et est dotée d'une
mémoire interne de 8 Go. 

Cette Galaxy Tab est plus fine que ses grandes sœurs (9,9 mm) et plus
légère aussi (304 grammes) ! 

Elle est équipée d'un port micro USB, d'une prise Jack 3,5mm, d'un
emplacement pour carte SIM et d'une caméra arrière 3 Mégapixels. 

Débloquée tout opérateur et reconditionnée dans nos ateliers. 

BON ÉTAT. 

GARANTIE 6 MOIS.",,,,95.0,multimédia,Samsung Galaxy Tab 3 - Blanc - 3G - 8 Go - 7&quot;,2
4354,4,2752.0,3588.0,"Rappelez vous votre enfance avec ce jeux de hasard Monopoly des année 70. Boite en bonne état, plateau également,  jeux complet ne manque rien, avec ces billets en franc pour montrer a vos enfant comment était les jeux de l'époque.
dimension boite : 51 cm de long 26 cm de large
plateau 49 cm",,,Multicolore,20.0,enfance,Monopoly ancien année 70,0
4355,6,2448.0,2448.0,"Pantalon slim bleu marine pour homme de la marque H&M. 

Taille : 40
Matière : 98% coton, 2% élasthanne. 
Colorie : bleu marine 

Description des détails : 
Fermeture zippée et boutonnée, passants pour une ceinture, surpiqûres ton sur ton, couleur bleue marine, 5 poches, coupe slim.

A accorder avec un pull bleu Marine à rayures blanches et des chaussures bateaux pour un look branché ! ",40,,Bleu,4.0,mode,Pantalon slim bleu marine pour homme de la marque H&M ,1
4356,4,1915.0,2456.0,"L'heure du vintage a sonné a l'heure de l'apéro avec ce serviteur pour gâteaux apéro en verre fumé des années 60 . 
Dimensions plateau 19 x 19 cm , ramequin : 10 x 8 cm ",,,Orange,15.0,mobilier - deco,Serviteur apéritif Vereco ,0
4357,4,2448.0,2448.0,"Jean bleu denim pour femme.
Fermeture zippée et boutonnée.  
Deux poches. 
Passants pour ceinture.
2 poches au dos. 
Taille: S/M.
Matière: 69% coton, 20 % polyester, 10 % viscose, 1 % élasthanne.
",S,,Bleu,4.0,mode,Jean bleu coupe slim pour femme H&M,0
4358,3,1536.0,1536.0,"Robe sans manches DESIGUAL. Multicolore. 7 boutons devant et 1 zip à gauche. Mélange de matières, de couleurs et de motifs . Base de velours ras noir dans le dos. Entièrement doublée.
Composition :  40% polyester, 30% coton, 20% acrylique, 10% autres fibres. Composition de la doublure : 100% acétate.
Une robe originale parfaitement dans l'esprit DESIGUAL.",38,,Multicolore,14.0,label selection,,1
4359,2,2174.0,1712.0,"Jupe courte en jean.
2 poches à l'avant + pattes décoratives.
Fermeture par zip à l'avant.
Volants à l'arrière.

Taille 36",36,,Bleu,9.0,mode,Jupe en jean MEXX,0
4360,7,3024.0,4032.0,Lot de trois lanternes de calèche avec leur vitre intacte (deux de marque Vita). ,,,Noir,20.0,mobilier - deco,Lanterne de calèche,0
4361,5,2268.0,4032.0,"Superbe cendrier mural, jamais utilisé, fabrication française
Avis aux gros fumeurs !!!",,,Rouge,35.0,mobilier - deco,Cendrier Manade,0
4362,7,2448.0,2448.0,"Veste en laine  pour femme de marque Moda Firenze
Taille : 50/52
Colorie : Gris / noir
Composition : devant : 71 % laine 29 % polyester dos et manches : 75 %acrylique 10 %viscose 11 % laine 4 % alpaga
Description : veste manches longues à col et fermeture coté gauche.
Une jolie veste très chaude qui accompagne la femme à chaque moment de sa vie 
",50,,Gris,12.0,mode,Veste en laine  pour femme de marque Moda Firenze,1
4363,3,1626.0,1081.0,"Fascicule de mobilisation de LE BLEIS Louis, 63 pages",,1900.0,,10.0,librairie,"Inscription maritime, fascicule de mobilisation",0
4364,2,2627.0,1412.0,"Robe originale sans manches.
Encolure ronde classique.
Fermeture par zip au dos.
Des rivets dorés ornent les épaules et le bas de la robe.
Bas légèrement évasé.
Coupe cintrée au buste.
Belle couleur vert pomme.

Taille 2",T2,,Vert,20.0,label selection,Robe à rivets Sandro,1
4365,3,1536.0,1536.0,"Gilet à manches courtes DEVERNOIS. Rose et bordures grises. 4 boutons sur le devant. 
Composition : 75% soie, 20% coton, 5% cachemire.
",T3,,Rose,10.0,mode,,1
4366,2,1100.0,1100.0,"Cantates BWV 51-52-54-55-56- volume 14  extrait de la Collection vinyle  regroupant les cantates complètes de Jean-Sébastien Bach. Œuvres dirigées par Nikolaus Harnoncourt et Gustav Leonhardt, jouées sur instruments originaux. Coffrets en carton rigide de couleur marron avec lettrages dorés et copie du tableau de J. J Ihle représentant Bach avant sa nomination au poste de directeur de la chorale pastorale de Leipzig. 

Chaque coffret contient un livret de partitions en allemand, un livret comprenant les paroles des cantates, le nom des musiciens, les divers instruments utilisés et une introduction rédigée en allemand, en anglais et en français, ainsi que deux vinyles dans leur pochette respective. 

Collection éditée par le label allemand Telefunken et son sous-label Das Alte Werk. 

Dimensions : 31,5 x 31,5 x 1,5. 
Très bon état général.",,,,10.0,loisirs,Cantates BWV 51-52-54-55-56- volume 14    Jean Sebastien BACH Gustav Leonhardt Leonhardt-consort - 1982 - vinyle,2
4367,3,2200.0,2200.0,"Bustier Lingerie Aubade, imprimé violet et vert anis.
Attaché dans le dos par une bande d'agrafes (2 positions)
Bretelles amovibles. Devant doublé. 
",,,,15.0,mode,Bustier Aubade Taille 38,1
4368,3,1080.0,1920.0,Lampe en céramique Delft entièrement peinte à la main.,,,,25.0,mobilier - deco,Lampe en Céramique Delft,0
4369,3,2922.0,2922.0,"De style casual chic, pull uniqlo en pure laine vierge. 
Maille fine, encolure en V. 
Largeur taille à plat 50 cm. Longueur totale 72 cm. 
Très bon état. 

Le rendu photo de couleur est imparfait, la couleur réelle est vert émeraude/sapin.
",XL,,,7.5,mode,Pull Uniqlo Taille XL,2
4370,3,1100.0,1100.0,"Petite poupée folklorique dans sa boîte d'origine, scellée. Poupée datant du 19siècle, femme vêtue de vêtements traditionnels arméniens, tête couverte d'un foulards. Fabriquée en URSS en 1990.

Dimensions boîte: 12 x 24,5 x 9 cm. Poids: 300g. 
Bon état",,,,15.0,mobilier - deco,Petite poupée arménienne,2
4371,3,728.0,800.0,"Beau réveil mécanique Bayard Stentor à répétition avec fond noir. 
Il est bon état et en parfait état de marche ",,,Gris,20.0,mobilier - deco - maison,Réveil mécanique Bayard Stentor,0
4372,4,2830.0,1056.0,"Combinaison sans manches.
Décolleté en V à l'avant et à l'arrière (lien à nouer à l'arrière).
Décorations en perles sur les bretelles.
Bande de tissu ton sur ton pour marquer la taille.
Pantalon fluide coupe large.
Fermeture par zip à l'arrière.
Bel imprimé en forme de carrés blancs sur fond noir.

Taille 40",40,,Noir,20.0,label selection,Combi-pantalon Jacqueline Riu,0
4373,4,2961.0,4066.0,"valise en bois et cuir, longueur 58 cm,  largeur 40 cm, hauteur 19 cm, pas de clé",,,Fauve,20.0,mode,"valise en bois et cuir, longueur 58 cm,  largeur 40 cm, hauteur 19 cm, pas de clé",0
4374,1,551.0,400.0,"<p><strong>Livre d'occasion écrit par Eric-Emmanuel Schmitt Catherine Casin-Pellegrini paru en 2002 aux éditions Magnard<br>Thème : PARASCOLAIRE.</strong></p><p>A propos de cet exemplaire de ""Le Visiteur"": couverture souple, format poche , état acceptable.<br>  Couverture cornée. Code ISBN de référence pour ce livre : 9782210754485<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2002.0,,2.0,librairie,Le Visiteur - Eric-Emmanuel Schmitt Catherine Casin-Pellegrini,0
4375,3,3319.0,2674.0,"Très belle lampe à poser en toute simplicité . Elle illuminera votre salon avec élégance . Grand abat jour ( au plus large 49 au plus petit 21 cm ).
Dimensions : H 65 cm en tout et pied 38 cm , socle 13 x 13 cm .",,,Multicolore,10.0,mobilier - deco,Lampe de salon ,1
4376,2,638.0,1024.0,"vue générale, saint jean de luz 1914",,,,3.0,loisirs,carte postale,1
4377,5,1080.0,810.0,"<p><strong>Pantalon Femme ZARA BASIC</strong></p>
<p>Fluide - Coupe Large - Ouverture</p>
<p>Taille 38</p>
<p>Couleur Rouge Corail</p>
<p>Poches Avant</p>
<p>Bon Etat</p>",38,,Rouge,5.0,mode,ZARA - T38 ( ref.g29 ),2
4378,1,1100.0,1100.0,"film 8 mm, N/B, muet, 
marque: FilmOffice, 
auteur: Walt Dysney, 
diamètre de bobine: 7,4 cm.",,,,10.0,loisirs,"Donald fait du camping 1, en bobine de film 8 mm",1
4379,4,733.0,1100.0,"Ouvrage orné de 36 héliogravures, 10 reproductions en couleurs d’après les clichés ektachrome
Editions Arthaud
1951
couverture abîmée, page de derrière déchirée
",,1951.0,,15.0,librairie,"Le Grand Désert – R. Frison-Roche, Georges Tairraz",2
4380,6,3072.0,4608.0,Lot de trois pièces de train Lima : locomotive 67001 + deux wagons : voiture passager DB et voiture passager SNCF.,,,Multicolore,25.0,enfance,Train miniature Lima,0
4381,3,1000.0,1000.0,"Jolie serviette en beau cuir marron Gérard Hénon avec une grande poche intérieure, une petite poche fermée et un porte stylo. 
Système de fermeture avec deux sangles à boucle et mécanisme à clé. 
Quelques discrètes rayures d'usure sont à noter sur l'extérieur de la pochette.
Bon état général. ",,,Marron,25.0,mode,Serviette en cuir marron Gérard Hénon,1
4382,8,2448.0,2448.0,"Robe bustier bleue marine à pois blancs femme CACHE-CACHE. 

- Col en ecoeur. 
- Bustier. 
- Entièrement doublée. 
- Couleur bleue à pois blancs. 
- Dos smocké. 

Taille: 36. 
matière: 100% coton. Doublure: 85% polyester, 15% coton. ",36,,Bleu,6.0,mode,Robe bustier bleue marine à pois blancs femme CACHE-CACHE ,0
